qseqid	sseqid	nident	pident	positive	ppos	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore
7aad94b380af53395ccf_mega	de25349815375de653a2_S2648	6	54.545	8	72.73	11	5	0	6	16	7	17	6.0	19.2
7aad94b380af53395ccf_mega	de25349815375de653a2_ptmuld	6	54.545	8	72.73	11	5	0	6	16	7	17	6.0	19.2
7aad94b380af53395ccf_mega	cec24d02005c641908d1_tmdbs	12	27.273	19	43.18	44	23	2	19	53	8	51	6.6	19.2
7aad94b380af53395ccf_mega	40f4d066f50653b120bf_tmdbs	12	27.273	19	43.18	44	23	2	19	53	7	50	6.9	18.9
7aad94b380af53395ccf_mega	40f4d066f50653b120bf_S2648	12	27.273	19	43.18	44	23	2	19	53	7	50	6.9	18.9
7aad94b380af53395ccf_mega	01933112de6f345b9eeb_fireprot	7	41.176	11	64.71	17	10	0	2	18	444	460	7.6	19.2
7875d84d293f77452d60_mega	7875d84d293f77452d60_mega	68	100.0	68	100.0	68	0	0	1	68	1	68	6.51e-47	138.0
7875d84d293f77452d60_mega	980048d4815b02ecaf6a_tmdbs	67	98.529	67	98.53	68	1	0	1	68	3	70	3.07e-46	136.0
7875d84d293f77452d60_mega	980048d4815b02ecaf6a_tmdbm	67	98.529	67	98.53	68	1	0	1	68	3	70	3.07e-46	136.0
7875d84d293f77452d60_mega	980048d4815b02ecaf6a_fireprot	67	98.529	67	98.53	68	1	0	1	68	3	70	3.07e-46	136.0
7875d84d293f77452d60_mega	e5b8d48ca93aaca5f5c6_S2648	67	98.529	67	98.53	68	1	0	1	68	2	69	3.33e-46	136.0
7875d84d293f77452d60_mega	e5b8d48ca93aaca5f5c6_ptmuld	67	98.529	67	98.53	68	1	0	1	68	2	69	3.33e-46	136.0
7875d84d293f77452d60_mega	7aad94b380af53395ccf_mega	66	97.059	66	97.06	68	2	0	1	68	1	68	4.32e-45	133.0
7875d84d293f77452d60_mega	94ae660e6fc7a987ed0c_mega	40	67.797	47	79.66	59	18	1	7	65	6	63	1.25e-25	84.3
7875d84d293f77452d60_mega	1dbbb52ae32b9392fa55_mega	40	65.574	47	77.05	61	20	1	5	65	4	63	5.27e-25	82.8
7875d84d293f77452d60_mega	577da8c6741ee1667c4c_tmdbs	39	60.938	48	75.0	64	24	1	3	66	2	64	2.9599999999999997e-24	80.9
7875d84d293f77452d60_mega	577da8c6741ee1667c4c_tmdbm	39	60.938	48	75.0	64	24	1	3	66	2	64	2.9599999999999997e-24	80.9
7875d84d293f77452d60_mega	577da8c6741ee1667c4c_S2648	39	60.938	48	75.0	64	24	1	3	66	2	64	2.9599999999999997e-24	80.9
7875d84d293f77452d60_mega	577da8c6741ee1667c4c_ptmuld	39	60.938	48	75.0	64	24	1	3	66	2	64	2.9599999999999997e-24	80.9
7875d84d293f77452d60_mega	577da8c6741ee1667c4c_fireprot	39	60.938	48	75.0	64	24	1	3	66	2	64	2.9599999999999997e-24	80.9
7875d84d293f77452d60_mega	89dc86e7ce24577d5142_tmdbs	38	59.375	48	75.0	64	25	1	5	68	4	66	1.0099999999999999e-23	79.7
7875d84d293f77452d60_mega	89dc86e7ce24577d5142_tmdbm	38	59.375	48	75.0	64	25	1	5	68	4	66	1.0099999999999999e-23	79.7
7875d84d293f77452d60_mega	89dc86e7ce24577d5142_S2648	38	59.375	48	75.0	64	25	1	5	68	4	66	1.0099999999999999e-23	79.7
7875d84d293f77452d60_mega	89dc86e7ce24577d5142_ptmuld	38	59.375	48	75.0	64	25	1	5	68	4	66	1.0099999999999999e-23	79.7
7875d84d293f77452d60_mega	548d3de7df26cc4d0f93_mega	38	59.375	47	73.44	64	25	1	3	66	2	64	5.6e-23	77.8
7875d84d293f77452d60_mega	d7f2c51b0f22ae017f29_mega	38	59.375	47	73.44	64	25	1	3	66	2	64	5.72e-23	77.8
7875d84d293f77452d60_mega	ee3b4526d14843725d53_tmdbs	36	57.143	47	74.6	63	26	1	3	65	1	62	2.35e-22	76.3
7875d84d293f77452d60_mega	9b96417c60b8496150eb_mega	27	55.102	33	67.35	49	22	0	7	55	8	56	7.65e-15	57.4
7875d84d293f77452d60_mega	5330c36bf5ebb10b7ca7_mega	27	50.943	34	64.15	53	26	0	3	55	4	56	2e-14	56.2
7875d84d293f77452d60_mega	5d089892785692506fa0_mega	19	33.333	25	43.86	57	34	3	6	62	7	59	0.14	23.5
7875d84d293f77452d60_mega	a9ac42b2583e0016c727_fireprot	6	54.545	8	72.73	11	5	0	6	16	33	43	5.4	19.6
7875d84d293f77452d60_mega	a1fcb1773be93dda99d9_mega	7	50.0	8	57.14	14	7	0	13	26	7	20	5.8	18.5
7875d84d293f77452d60_mega	de25349815375de653a2_tmdbs	6	54.545	8	72.73	11	5	0	6	16	7	17	5.9	19.6
7875d84d293f77452d60_mega	de25349815375de653a2_tmdbm	6	54.545	8	72.73	11	5	0	6	16	7	17	5.9	19.6
7875d84d293f77452d60_mega	de25349815375de653a2_S2648	6	54.545	8	72.73	11	5	0	6	16	7	17	5.9	19.6
7875d84d293f77452d60_mega	de25349815375de653a2_ptmuld	6	54.545	8	72.73	11	5	0	6	16	7	17	5.9	19.6
7875d84d293f77452d60_mega	1c0a395cb7279063479e_ptmulnr	8	27.586	14	48.28	29	21	0	13	41	129	157	7.8	19.2
7875d84d293f77452d60_mega	1c0a395cb7279063479e_fireprot	8	27.586	14	48.28	29	21	0	13	41	129	157	7.8	19.2
7875d84d293f77452d60_mega	29f3ded2617597ef65f8_tmdbm	8	27.586	14	48.28	29	21	0	13	41	105	133	8.4	18.9
7875d84d293f77452d60_mega	2d3dfbb48c046a8b8e0b_tmdbs	7	36.842	11	57.89	19	12	0	1	19	167	185	8.4	18.9
7875d84d293f77452d60_mega	2d3dfbb48c046a8b8e0b_tmdbm	7	36.842	11	57.89	19	12	0	1	19	167	185	8.4	18.9
7875d84d293f77452d60_mega	2d3dfbb48c046a8b8e0b_S2648	7	36.842	11	57.89	19	12	0	1	19	167	185	8.4	18.9
7875d84d293f77452d60_mega	995201a491a1dffebff3_fireprot	7	36.842	11	57.89	19	12	0	1	19	191	209	8.9	18.9
7875d84d293f77452d60_mega	7833690ecc1bc7a132a7_ptmuld	8	27.586	14	48.28	29	21	0	13	41	105	133	8.9	18.9
7875d84d293f77452d60_mega	cec24d02005c641908d1_tmdbs	12	27.273	19	43.18	44	23	2	19	53	8	51	9.4	18.9
7875d84d293f77452d60_mega	40f4d066f50653b120bf_tmdbs	12	27.273	19	43.18	44	23	2	19	53	7	50	9.6	18.5
7875d84d293f77452d60_mega	40f4d066f50653b120bf_S2648	12	27.273	19	43.18	44	23	2	19	53	7	50	9.6	18.5
7875d84d293f77452d60_mega	fca672690f54592a21dc_S2648	6	66.667	8	88.89	9	3	0	10	18	29	37	9.8	18.9
548d3de7df26cc4d0f93_mega	548d3de7df26cc4d0f93_mega	67	100.0	67	100.0	67	0	0	1	67	1	67	3.5e-45	133.0
548d3de7df26cc4d0f93_mega	577da8c6741ee1667c4c_tmdbs	66	98.507	66	98.51	67	1	0	1	67	1	67	5.390000000000001e-44	130.0
548d3de7df26cc4d0f93_mega	577da8c6741ee1667c4c_tmdbm	66	98.507	66	98.51	67	1	0	1	67	1	67	5.390000000000001e-44	130.0
548d3de7df26cc4d0f93_mega	577da8c6741ee1667c4c_S2648	66	98.507	66	98.51	67	1	0	1	67	1	67	5.390000000000001e-44	130.0
548d3de7df26cc4d0f93_mega	577da8c6741ee1667c4c_ptmuld	66	98.507	66	98.51	67	1	0	1	67	1	67	5.390000000000001e-44	130.0
548d3de7df26cc4d0f93_mega	577da8c6741ee1667c4c_fireprot	66	98.507	66	98.51	67	1	0	1	67	1	67	5.390000000000001e-44	130.0
548d3de7df26cc4d0f93_mega	d7f2c51b0f22ae017f29_mega	65	97.015	65	97.01	67	2	0	1	67	1	67	7.950000000000001e-43	127.0
548d3de7df26cc4d0f93_mega	89dc86e7ce24577d5142_tmdbs	54	83.077	58	89.23	65	11	0	1	65	1	65	1.2500000000000002e-35	109.0
548d3de7df26cc4d0f93_mega	89dc86e7ce24577d5142_tmdbm	54	83.077	58	89.23	65	11	0	1	65	1	65	1.2500000000000002e-35	109.0
548d3de7df26cc4d0f93_mega	89dc86e7ce24577d5142_S2648	54	83.077	58	89.23	65	11	0	1	65	1	65	1.2500000000000002e-35	109.0
548d3de7df26cc4d0f93_mega	89dc86e7ce24577d5142_ptmuld	54	83.077	58	89.23	65	11	0	1	65	1	65	1.2500000000000002e-35	109.0
548d3de7df26cc4d0f93_mega	94ae660e6fc7a987ed0c_mega	47	72.308	55	84.62	65	18	0	1	65	1	65	5.380000000000001e-31	97.8
548d3de7df26cc4d0f93_mega	1dbbb52ae32b9392fa55_mega	47	72.308	55	84.62	65	18	0	1	65	1	65	1.84e-30	96.7
548d3de7df26cc4d0f93_mega	ee3b4526d14843725d53_tmdbs	40	64.516	50	80.65	62	22	0	2	63	1	62	1.79e-24	81.6
548d3de7df26cc4d0f93_mega	980048d4815b02ecaf6a_tmdbs	39	60.938	48	75.0	64	24	1	2	64	5	68	9.3e-24	79.7
548d3de7df26cc4d0f93_mega	980048d4815b02ecaf6a_tmdbm	39	60.938	48	75.0	64	24	1	2	64	5	68	9.3e-24	79.7
548d3de7df26cc4d0f93_mega	980048d4815b02ecaf6a_fireprot	39	60.938	48	75.0	64	24	1	2	64	5	68	9.3e-24	79.7
548d3de7df26cc4d0f93_mega	e5b8d48ca93aaca5f5c6_S2648	39	60.938	48	75.0	64	24	1	2	64	4	67	9.889999999999999e-24	79.7
548d3de7df26cc4d0f93_mega	e5b8d48ca93aaca5f5c6_ptmuld	39	60.938	48	75.0	64	24	1	2	64	4	67	9.889999999999999e-24	79.7
548d3de7df26cc4d0f93_mega	7875d84d293f77452d60_mega	38	59.375	47	73.44	64	25	1	2	64	3	66	5.519999999999999e-23	77.8
548d3de7df26cc4d0f93_mega	7aad94b380af53395ccf_mega	38	59.375	47	73.44	64	25	1	2	64	3	66	1.37e-22	76.6
548d3de7df26cc4d0f93_mega	9b96417c60b8496150eb_mega	31	51.667	37	61.67	60	28	1	5	63	7	66	4.24e-14	55.5
548d3de7df26cc4d0f93_mega	5330c36bf5ebb10b7ca7_mega	31	50.82	37	60.66	61	29	1	4	63	6	66	1.34e-13	53.9
548d3de7df26cc4d0f93_mega	5d089892785692506fa0_mega	17	32.692	27	51.92	52	33	1	12	63	13	62	0.0001	31.6
548d3de7df26cc4d0f93_mega	2df66e157786d2d80405_mega	19	28.788	34	51.52	66	42	2	2	64	1	64	0.003	27.7
548d3de7df26cc4d0f93_mega	a6ba05ea1de4b99e574e_tmdbs	12	27.273	22	50.0	44	25	1	30	66	15	58	0.44	22.3
548d3de7df26cc4d0f93_mega	e9dd7d2c86728ff5baa0_ptmuld	12	24.0	23	46.0	50	25	1	30	66	10	59	2.9	20.0
548d3de7df26cc4d0f93_mega	a6a0c29a9b6b698cd48d_tmdbs	12	24.0	23	46.0	50	25	1	30	66	15	64	4.1	19.6
548d3de7df26cc4d0f93_mega	a6a0c29a9b6b698cd48d_tmdbm	12	24.0	23	46.0	50	25	1	30	66	15	64	4.1	19.6
548d3de7df26cc4d0f93_mega	a6a0c29a9b6b698cd48d_Ssym	12	24.0	23	46.0	50	25	1	30	66	15	64	4.1	19.6
548d3de7df26cc4d0f93_mega	a6a0c29a9b6b698cd48d_S2648	12	24.0	23	46.0	50	25	1	30	66	15	64	4.1	19.6
548d3de7df26cc4d0f93_mega	cafcf5caafbc6b0cf05e_tmdbs	8	42.105	10	52.63	19	11	0	17	35	54	72	7.6	18.9
548d3de7df26cc4d0f93_mega	ab310c3efb0ba443cd6a_S669	8	42.105	10	52.63	19	11	0	17	35	47	65	8.1	18.9
548d3de7df26cc4d0f93_mega	85a2ac65178f2b915440_tmdbs	9	37.5	12	50.0	24	13	1	4	25	39	62	9.9	18.9
548d3de7df26cc4d0f93_mega	85a2ac65178f2b915440_fireprot	9	37.5	12	50.0	24	13	1	4	25	39	62	9.9	18.9
94ae660e6fc7a987ed0c_mega	94ae660e6fc7a987ed0c_mega	66	100.0	66	100.0	66	0	0	1	66	1	66	3.52e-45	133.0
94ae660e6fc7a987ed0c_mega	1dbbb52ae32b9392fa55_mega	64	96.97	64	96.97	66	2	0	1	66	1	66	1.9400000000000003e-43	129.0
94ae660e6fc7a987ed0c_mega	577da8c6741ee1667c4c_tmdbs	48	73.846	56	86.15	65	17	0	1	65	1	65	3.8900000000000003e-32	100.0
94ae660e6fc7a987ed0c_mega	577da8c6741ee1667c4c_tmdbm	48	73.846	56	86.15	65	17	0	1	65	1	65	3.8900000000000003e-32	100.0
94ae660e6fc7a987ed0c_mega	577da8c6741ee1667c4c_S2648	48	73.846	56	86.15	65	17	0	1	65	1	65	3.8900000000000003e-32	100.0
94ae660e6fc7a987ed0c_mega	577da8c6741ee1667c4c_ptmuld	48	73.846	56	86.15	65	17	0	1	65	1	65	3.8900000000000003e-32	100.0
94ae660e6fc7a987ed0c_mega	577da8c6741ee1667c4c_fireprot	48	73.846	56	86.15	65	17	0	1	65	1	65	3.8900000000000003e-32	100.0
94ae660e6fc7a987ed0c_mega	548d3de7df26cc4d0f93_mega	47	72.308	55	84.62	65	18	0	1	65	1	65	5.3e-31	97.8
94ae660e6fc7a987ed0c_mega	d7f2c51b0f22ae017f29_mega	47	72.308	55	84.62	65	18	0	1	65	1	65	6.05e-31	97.8
94ae660e6fc7a987ed0c_mega	89dc86e7ce24577d5142_tmdbs	44	67.692	55	84.62	65	21	0	1	65	1	65	2.0099999999999997e-30	96.3
94ae660e6fc7a987ed0c_mega	89dc86e7ce24577d5142_tmdbm	44	67.692	55	84.62	65	21	0	1	65	1	65	2.0099999999999997e-30	96.3
94ae660e6fc7a987ed0c_mega	89dc86e7ce24577d5142_S2648	44	67.692	55	84.62	65	21	0	1	65	1	65	2.0099999999999997e-30	96.3
94ae660e6fc7a987ed0c_mega	89dc86e7ce24577d5142_ptmuld	44	67.692	55	84.62	65	21	0	1	65	1	65	2.0099999999999997e-30	96.3
94ae660e6fc7a987ed0c_mega	980048d4815b02ecaf6a_tmdbs	41	69.492	48	81.36	59	17	1	6	63	9	67	1.81e-26	86.7
94ae660e6fc7a987ed0c_mega	980048d4815b02ecaf6a_tmdbm	41	69.492	48	81.36	59	17	1	6	63	9	67	1.81e-26	86.7
94ae660e6fc7a987ed0c_mega	980048d4815b02ecaf6a_fireprot	41	69.492	48	81.36	59	17	1	6	63	9	67	1.81e-26	86.7
94ae660e6fc7a987ed0c_mega	e5b8d48ca93aaca5f5c6_S2648	41	69.492	48	81.36	59	17	1	6	63	8	66	2.04e-26	86.3
94ae660e6fc7a987ed0c_mega	e5b8d48ca93aaca5f5c6_ptmuld	41	69.492	48	81.36	59	17	1	6	63	8	66	2.04e-26	86.3
94ae660e6fc7a987ed0c_mega	7875d84d293f77452d60_mega	40	67.797	47	79.66	59	18	1	6	63	7	65	1.21e-25	84.3
94ae660e6fc7a987ed0c_mega	7aad94b380af53395ccf_mega	40	67.797	47	79.66	59	18	1	6	63	7	65	2.76e-25	83.6
94ae660e6fc7a987ed0c_mega	ee3b4526d14843725d53_tmdbs	35	56.452	53	85.48	62	27	0	3	64	2	63	6.38e-25	82.4
94ae660e6fc7a987ed0c_mega	9b96417c60b8496150eb_mega	33	53.226	43	69.35	62	28	1	4	64	6	67	2.39e-18	65.9
94ae660e6fc7a987ed0c_mega	5330c36bf5ebb10b7ca7_mega	32	53.333	41	68.33	60	27	1	6	64	8	67	5.85e-17	62.4
94ae660e6fc7a987ed0c_mega	5d089892785692506fa0_mega	21	32.812	31	48.44	64	40	2	1	64	3	63	9.5e-07	36.6
94ae660e6fc7a987ed0c_mega	2df66e157786d2d80405_mega	20	29.851	35	52.24	67	41	3	1	64	1	64	0.000189	30.8
94ae660e6fc7a987ed0c_mega	e9dd7d2c86728ff5baa0_ptmuld	9	40.909	13	59.09	22	13	0	30	51	10	31	0.46	22.3
94ae660e6fc7a987ed0c_mega	a6a0c29a9b6b698cd48d_tmdbs	9	40.909	13	59.09	22	13	0	30	51	15	36	0.57	21.9
94ae660e6fc7a987ed0c_mega	a6a0c29a9b6b698cd48d_tmdbm	9	40.909	13	59.09	22	13	0	30	51	15	36	0.57	21.9
94ae660e6fc7a987ed0c_mega	a6a0c29a9b6b698cd48d_Ssym	9	40.909	13	59.09	22	13	0	30	51	15	36	0.57	21.9
94ae660e6fc7a987ed0c_mega	a6a0c29a9b6b698cd48d_S2648	9	40.909	13	59.09	22	13	0	30	51	15	36	0.57	21.9
94ae660e6fc7a987ed0c_mega	a6ba05ea1de4b99e574e_tmdbs	9	40.909	13	59.09	22	13	0	30	51	15	36	0.7	21.9
94ae660e6fc7a987ed0c_mega	0bc4ba96a45f4f1bc287_S669	7	41.176	11	64.71	17	10	0	14	30	20	36	2.1	20.4
94ae660e6fc7a987ed0c_mega	838f66ded8774295d797_tmdbs	9	50.0	12	66.67	18	9	0	32	49	99	116	2.4	20.4
94ae660e6fc7a987ed0c_mega	838f66ded8774295d797_fireprot	9	50.0	12	66.67	18	9	0	32	49	99	116	2.4	20.4
94ae660e6fc7a987ed0c_mega	aae339eb03019266569b_tmdbs	8	57.143	11	78.57	14	6	0	40	53	2	15	3.2	20.0
94ae660e6fc7a987ed0c_mega	cafcf5caafbc6b0cf05e_tmdbs	8	42.105	10	52.63	19	11	0	17	35	54	72	4.4	19.6
94ae660e6fc7a987ed0c_mega	ab310c3efb0ba443cd6a_S669	8	42.105	10	52.63	19	11	0	17	35	47	65	4.7	19.2
94ae660e6fc7a987ed0c_mega	92b29b4b6006cb580677_tmdbs	8	36.364	15	68.18	22	14	0	45	66	63	84	5.3	19.2
94ae660e6fc7a987ed0c_mega	92b29b4b6006cb580677_S669	8	36.364	15	68.18	22	14	0	45	66	63	84	5.3	19.2
94ae660e6fc7a987ed0c_mega	a9a154c332094b7465da_tmdbs	7	33.333	13	61.9	21	14	0	36	56	109	129	5.4	19.2
1dbbb52ae32b9392fa55_mega	1dbbb52ae32b9392fa55_mega	66	100.0	66	100.0	66	0	0	1	66	1	66	2.73e-45	134.0
1dbbb52ae32b9392fa55_mega	94ae660e6fc7a987ed0c_mega	64	96.97	64	96.97	66	2	0	1	66	1	66	1.9400000000000003e-43	129.0
1dbbb52ae32b9392fa55_mega	577da8c6741ee1667c4c_tmdbs	48	73.846	56	86.15	65	17	0	1	65	1	65	9.46e-32	99.8
1dbbb52ae32b9392fa55_mega	577da8c6741ee1667c4c_tmdbm	48	73.846	56	86.15	65	17	0	1	65	1	65	9.46e-32	99.8
1dbbb52ae32b9392fa55_mega	577da8c6741ee1667c4c_S2648	48	73.846	56	86.15	65	17	0	1	65	1	65	9.46e-32	99.8
1dbbb52ae32b9392fa55_mega	577da8c6741ee1667c4c_ptmuld	48	73.846	56	86.15	65	17	0	1	65	1	65	9.46e-32	99.8
1dbbb52ae32b9392fa55_mega	577da8c6741ee1667c4c_fireprot	48	73.846	56	86.15	65	17	0	1	65	1	65	9.46e-32	99.8
1dbbb52ae32b9392fa55_mega	d7f2c51b0f22ae017f29_mega	47	72.308	55	84.62	65	18	0	1	65	1	65	1.73e-30	96.7
1dbbb52ae32b9392fa55_mega	548d3de7df26cc4d0f93_mega	47	72.308	55	84.62	65	18	0	1	65	1	65	1.8099999999999997e-30	96.7
1dbbb52ae32b9392fa55_mega	89dc86e7ce24577d5142_tmdbs	45	69.231	55	84.62	65	20	0	1	65	1	65	1.84e-30	96.7
1dbbb52ae32b9392fa55_mega	89dc86e7ce24577d5142_tmdbm	45	69.231	55	84.62	65	20	0	1	65	1	65	1.84e-30	96.7
1dbbb52ae32b9392fa55_mega	89dc86e7ce24577d5142_S2648	45	69.231	55	84.62	65	20	0	1	65	1	65	1.84e-30	96.7
1dbbb52ae32b9392fa55_mega	89dc86e7ce24577d5142_ptmuld	45	69.231	55	84.62	65	20	0	1	65	1	65	1.84e-30	96.7
1dbbb52ae32b9392fa55_mega	980048d4815b02ecaf6a_tmdbs	41	67.213	48	78.69	61	19	1	4	63	7	67	7.810000000000001e-26	85.1
1dbbb52ae32b9392fa55_mega	980048d4815b02ecaf6a_tmdbm	41	67.213	48	78.69	61	19	1	4	63	7	67	7.810000000000001e-26	85.1
1dbbb52ae32b9392fa55_mega	980048d4815b02ecaf6a_fireprot	41	67.213	48	78.69	61	19	1	4	63	7	67	7.810000000000001e-26	85.1
1dbbb52ae32b9392fa55_mega	e5b8d48ca93aaca5f5c6_S2648	41	67.213	48	78.69	61	19	1	4	63	6	66	8.97e-26	84.7
1dbbb52ae32b9392fa55_mega	e5b8d48ca93aaca5f5c6_ptmuld	41	67.213	48	78.69	61	19	1	4	63	6	66	8.97e-26	84.7
1dbbb52ae32b9392fa55_mega	ee3b4526d14843725d53_tmdbs	36	58.065	53	85.48	62	26	0	3	64	2	63	4.54e-25	82.8
1dbbb52ae32b9392fa55_mega	7875d84d293f77452d60_mega	40	65.574	47	77.05	61	20	1	4	63	5	65	5.11e-25	82.8
1dbbb52ae32b9392fa55_mega	7aad94b380af53395ccf_mega	40	65.574	47	77.05	61	20	1	4	63	5	65	1.43e-24	81.6
1dbbb52ae32b9392fa55_mega	5330c36bf5ebb10b7ca7_mega	33	53.226	43	69.35	62	28	1	4	64	6	67	3.07e-18	65.9
1dbbb52ae32b9392fa55_mega	9b96417c60b8496150eb_mega	32	53.333	41	68.33	60	27	1	6	64	8	67	6.18e-17	62.4
1dbbb52ae32b9392fa55_mega	5d089892785692506fa0_mega	19	30.645	31	50.0	62	41	1	3	64	4	63	2.46e-05	33.1
1dbbb52ae32b9392fa55_mega	2df66e157786d2d80405_mega	20	30.769	33	50.77	65	40	2	3	64	2	64	0.000231	30.4
1dbbb52ae32b9392fa55_mega	e9dd7d2c86728ff5baa0_ptmuld	9	40.909	13	59.09	22	13	0	30	51	10	31	0.42	22.3
1dbbb52ae32b9392fa55_mega	a6a0c29a9b6b698cd48d_tmdbs	9	40.909	13	59.09	22	13	0	30	51	15	36	0.52	22.3
1dbbb52ae32b9392fa55_mega	a6a0c29a9b6b698cd48d_tmdbm	9	40.909	13	59.09	22	13	0	30	51	15	36	0.52	22.3
1dbbb52ae32b9392fa55_mega	a6a0c29a9b6b698cd48d_Ssym	9	40.909	13	59.09	22	13	0	30	51	15	36	0.52	22.3
1dbbb52ae32b9392fa55_mega	a6a0c29a9b6b698cd48d_S2648	9	40.909	13	59.09	22	13	0	30	51	15	36	0.52	22.3
1dbbb52ae32b9392fa55_mega	a6ba05ea1de4b99e574e_tmdbs	9	40.909	13	59.09	22	13	0	30	51	15	36	0.66	21.9
1dbbb52ae32b9392fa55_mega	2e4ac2cf598f25e3300d_S669	8	22.857	18	51.43	35	27	0	9	43	99	133	1.9	20.8
1dbbb52ae32b9392fa55_mega	838f66ded8774295d797_tmdbs	9	50.0	12	66.67	18	9	0	32	49	99	116	2.6	20.4
1dbbb52ae32b9392fa55_mega	838f66ded8774295d797_fireprot	9	50.0	12	66.67	18	9	0	32	49	99	116	2.6	20.4
1dbbb52ae32b9392fa55_mega	aae339eb03019266569b_tmdbs	8	57.143	11	78.57	14	6	0	40	53	2	15	3.2	20.0
1dbbb52ae32b9392fa55_mega	cafcf5caafbc6b0cf05e_tmdbs	8	42.105	10	52.63	19	11	0	17	35	54	72	3.9	19.6
1dbbb52ae32b9392fa55_mega	ab310c3efb0ba443cd6a_S669	8	42.105	10	52.63	19	11	0	17	35	47	65	4.2	19.6
1dbbb52ae32b9392fa55_mega	a9a154c332094b7465da_tmdbs	7	33.333	13	61.9	21	14	0	36	56	109	129	4.9	19.6
1dbbb52ae32b9392fa55_mega	92b29b4b6006cb580677_tmdbs	8	36.364	15	68.18	22	14	0	45	66	63	84	5.2	19.2
1dbbb52ae32b9392fa55_mega	92b29b4b6006cb580677_S669	8	36.364	15	68.18	22	14	0	45	66	63	84	5.2	19.2
5d089892785692506fa0_mega	5d089892785692506fa0_mega	67	100.0	67	100.0	67	0	0	1	67	1	67	5.56e-47	138.0
5d089892785692506fa0_mega	2df66e157786d2d80405_mega	18	27.692	37	56.92	65	44	1	3	64	1	65	1.33e-07	38.9
5d089892785692506fa0_mega	94ae660e6fc7a987ed0c_mega	21	32.812	31	48.44	64	40	2	3	63	1	64	9.65e-07	36.6
5d089892785692506fa0_mega	ee3b4526d14843725d53_tmdbs	24	36.364	33	50.0	66	40	2	3	66	1	66	1.06e-05	33.9
5d089892785692506fa0_mega	577da8c6741ee1667c4c_tmdbs	19	33.929	29	51.79	56	34	2	10	62	8	63	2.03e-05	33.1
5d089892785692506fa0_mega	577da8c6741ee1667c4c_tmdbm	19	33.929	29	51.79	56	34	2	10	62	8	63	2.03e-05	33.1
5d089892785692506fa0_mega	577da8c6741ee1667c4c_S2648	19	33.929	29	51.79	56	34	2	10	62	8	63	2.03e-05	33.1
5d089892785692506fa0_mega	577da8c6741ee1667c4c_ptmuld	19	33.929	29	51.79	56	34	2	10	62	8	63	2.03e-05	33.1
5d089892785692506fa0_mega	577da8c6741ee1667c4c_fireprot	19	33.929	29	51.79	56	34	2	10	62	8	63	2.03e-05	33.1
5d089892785692506fa0_mega	1dbbb52ae32b9392fa55_mega	19	30.645	31	50.0	62	41	1	4	63	3	64	2.49e-05	33.1
5d089892785692506fa0_mega	548d3de7df26cc4d0f93_mega	17	32.692	27	51.92	52	33	1	13	62	12	63	0.0001	31.6
5d089892785692506fa0_mega	89dc86e7ce24577d5142_tmdbs	17	30.357	28	50.0	56	36	2	10	62	8	63	0.000111	31.2
5d089892785692506fa0_mega	89dc86e7ce24577d5142_tmdbm	17	30.357	28	50.0	56	36	2	10	62	8	63	0.000111	31.2
5d089892785692506fa0_mega	89dc86e7ce24577d5142_S2648	17	30.357	28	50.0	56	36	2	10	62	8	63	0.000111	31.2
5d089892785692506fa0_mega	89dc86e7ce24577d5142_ptmuld	17	30.357	28	50.0	56	36	2	10	62	8	63	0.000111	31.2
5d089892785692506fa0_mega	d7f2c51b0f22ae017f29_mega	18	32.143	28	50.0	56	35	2	10	62	8	63	0.00035	30.0
5d089892785692506fa0_mega	7aad94b380af53395ccf_mega	20	35.088	26	45.61	57	33	3	7	59	6	62	0.008	26.6
5d089892785692506fa0_mega	980048d4815b02ecaf6a_tmdbs	20	35.088	26	45.61	57	33	3	7	59	8	64	0.016	25.8
5d089892785692506fa0_mega	980048d4815b02ecaf6a_tmdbm	20	35.088	26	45.61	57	33	3	7	59	8	64	0.016	25.8
5d089892785692506fa0_mega	980048d4815b02ecaf6a_fireprot	20	35.088	26	45.61	57	33	3	7	59	8	64	0.016	25.8
5d089892785692506fa0_mega	e5b8d48ca93aaca5f5c6_S2648	20	35.088	26	45.61	57	33	3	7	59	7	63	0.018	25.8
5d089892785692506fa0_mega	e5b8d48ca93aaca5f5c6_ptmuld	20	35.088	26	45.61	57	33	3	7	59	7	63	0.018	25.8
5d089892785692506fa0_mega	7875d84d293f77452d60_mega	19	33.333	25	43.86	57	34	3	7	59	6	62	0.14	23.5
5d089892785692506fa0_mega	6daa4a4958d198cc7aa3_tmdbs	12	29.268	22	53.66	41	27	1	27	67	88	126	0.84	21.6
5d089892785692506fa0_mega	6daa4a4958d198cc7aa3_fireprot	12	29.268	22	53.66	41	27	1	27	67	88	126	0.84	21.6
5d089892785692506fa0_mega	67b1aa9105da97a507d8_ptmuld	8	47.059	9	52.94	17	9	0	50	66	53	69	1.6	20.8
5d089892785692506fa0_mega	dd7785daeb5df25d1537_tmdbs	8	47.059	9	52.94	17	9	0	50	66	62	78	1.6	20.8
5d089892785692506fa0_mega	dd7785daeb5df25d1537_tmdbm	8	47.059	9	52.94	17	9	0	50	66	62	78	1.6	20.8
